"OPCUNO";"OPADRT";"OPADID";"OPCUNM";"OPCUA1";"OPCUA2";"OPCUA3";"OPCUA4";"OPTOWN";"OPPONO";"OPECAR";"OPMODL";"OPPHNO";"OPCSCD";"OPVRNO";"OPFVDT";"OPLVDT";"OPBCKO";"OPPADL";"OKDIVI";"OKCUNO";"OKSTAT";"OKCUCL";"OKCUTP";"OKADID";"OKSMCD";"OKCUCD";"OKDTFM";"OKSDST";"OKPYNO";"OKLHCD";"OKBLCD";"OKCFC1";"OKCFC2";"OKCFC3";"OKCFC4";"OKCFC5";"OKCFC6";"OKCFC7";"OKCFC8";"OKCFC9";"OKCFC0";"OKFACI";"OKEMAL";"OCCUNO";"OCASCD";"OCFDAT";"OCTDAT"
"70117907";"1";"17580";"TOUT A VELO";"22 RUE DE L'EGLISE";"";"17580 BOIS PLAGE EN RE";"";"";"17580";"17";"CAM";"0619336261";"FR";"";"0";"99999999";"1";"1";"510";"70117907";"20";"LAL";"0";"17940";"RSEGDID";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"724";"";"";".00";"TRA";"750";"";"";"contact@toutavelo-iledere.fr";"70117907";"CWFR";"20090101";"20230101"
"70117907";"1";"17940";"TOUT A VELO";"40 RUE DU CONTE D'HASTREL";"";"17940 RIVEDOUX PLAGE";"";"";"17940";"17";"CAM";"0611361274";"FR";"";"0";"99999999";"1";"1";"510";"70117907";"20";"LAL";"0";"17940";"RSEGDID";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"724";"";"";".00";"TRA";"750";"";"";"contact@toutavelo-iledere.fr";"70117907";"CWFR";"20090101";"20230101"
"70117907";"1";"17630";"TOUT A VELO";"18 RUE GRAND MAISON";"";"17630 LA FLOTTE";"";"";"17630";"17";"CAM";"0619336261";"FR";"";"0";"99999999";"1";"1";"510";"70117907";"20";"LAL";"0";"17940";"RSEGDID";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"724";"";"";".00";"TRA";"750";"";"";"contact@toutavelo-iledere.fr";"70117907";"F/PGT";"20120718";"20230101"
"70117907";"1";"";"TOUT A VELO SARL E6";"M. MEREL BRUNO";"7 RUE GUSTAVE DECHEZEAUX";"17630 LA FLOTTE";"";"LA FLOTTE";"17630";"17";"CAM";"0611361274";"FR";"49497732685";"0";"99999999";"1";"1";"510";"70117907";"20";"LAL";"0";"17940";"RSEGDID";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"724";"";"";".00";"TRA";"750";"";"";"contact@toutavelo-iledere.fr";"70117907";"F/GIT";"20020114";"20230101"
"70117908";"1";"";"ROYAN BY CYCLES SARL R";".";"4 BIS RUE AUGUSTE RATEAU";"17640 VAUX SUR MER";"";"VAUX SUR MER";"17640";"17";"CAM";"0546083706";"FR";"56445287568";"0";"99999999";"1";"1";"510";"70117908";"20";"LAL";"0";"";"RSEGDID";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"724";"";"E";".00";"TRA";"750";"E";"";"royanbycycles@hotmail.fr";"70117908";"F/GIT";"20020114";"20230101"
"70117908";"1";"";"ROYAN BY CYCLES SARL R";".";"4 BIS RUE AUGUSTE RATEAU";"17640 VAUX SUR MER";"";"VAUX SUR MER";"17640";"17";"CAM";"0546083706";"FR";"56445287568";"0";"99999999";"1";"1";"510";"70117908";"20";"LAL";"0";"";"RSEGDID";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"724";"";"E";".00";"TRA";"750";"E";"";"royanbycycles@hotmail.fr";"70117908";"CWFR";"20090101";"20230101"
"70117908";"1";"";"ROYAN BY CYCLES SARL R";".";"4 BIS RUE AUGUSTE RATEAU";"17640 VAUX SUR MER";"";"VAUX SUR MER";"17640";"17";"CAM";"0546083706";"FR";"56445287568";"0";"99999999";"1";"1";"510";"70117908";"20";"LAL";"0";"";"RSEGDID";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"724";"";"E";".00";"TRA";"750";"E";"";"royanbycycles@hotmail.fr";"70117908";"POSTE";"20120701";"20230101"
"70117913";"1";"17670";"MATTELO / CYCLAND";"1 RUE ARISTIDE BRIAND";"T/0669410007";"17670 LA COUARDE SUR MER";"";"01";"17670";"17";"3";"0546090866";"FR";"45491398228";"0";"99999999";"1";"1";"510";"70117913";"20";"LAL";"0";"17670";"RSEGDID";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"724";"1";"";".00";"TRA";"750";"E";"";"laflotte@cycland.fr";"70117913";"F/GIT";"20020114";"20230101"
"70117913";"1";"17670";"MATTELO / CYCLAND";"1 RUE ARISTIDE BRIAND";"T/0669410007";"17670 LA COUARDE SUR MER";"";"01";"17670";"17";"3";"0546090866";"FR";"45491398228";"0";"99999999";"1";"1";"510";"70117913";"20";"LAL";"0";"17670";"RSEGDID";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"724";"1";"";".00";"TRA";"750";"E";"";"laflotte@cycland.fr";"70117913";"CWFR";"20090101";"20230101"
"70117913";"1";"17670";"MATTELO / CYCLAND";"1 RUE ARISTIDE BRIAND";"T/0669410007";"17670 LA COUARDE SUR MER";"";"01";"17670";"17";"3";"0546090866";"FR";"45491398228";"0";"99999999";"1";"1";"510";"70117913";"20";"LAL";"0";"17670";"RSEGDID";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"724";"1";"";".00";"TRA";"750";"E";"";"laflotte@cycland.fr";"70117913";"F/PGT";"20160101";"20230101"
"70117913";"1";"";"MATTELO - CYCLAND";".";"IMPASSE DE SULLY";"17410 ST MARTIN DE RE";"";"ST MARTIN DE RE";"17410";"17";"3";"0546090866";"FR";"45491398228";"0";"99999999";"1";"1";"510";"70117913";"20";"LAL";"0";"17670";"RSEGDID";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"724";"1";"";".00";"TRA";"750";"E";"";"laflotte@cycland.fr";"70117913";"F/GIT";"20020114";"20230101"
"70117913";"1";"";"MATTELO - CYCLAND";".";"IMPASSE DE SULLY";"17410 ST MARTIN DE RE";"";"ST MARTIN DE RE";"17410";"17";"3";"0546090866";"FR";"45491398228";"0";"99999999";"1";"1";"510";"70117913";"20";"LAL";"0";"17670";"RSEGDID";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"724";"1";"";".00";"TRA";"750";"E";"";"laflotte@cycland.fr";"70117913";"CWFR";"20090101";"20230101"
"70117913";"1";"";"MATTELO - CYCLAND";".";"IMPASSE DE SULLY";"17410 ST MARTIN DE RE";"";"ST MARTIN DE RE";"17410";"17";"3";"0546090866";"FR";"45491398228";"0";"99999999";"1";"1";"510";"70117913";"20";"LAL";"0";"17670";"RSEGDID";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"724";"1";"";".00";"TRA";"750";"E";"";"laflotte@cycland.fr";"70117913";"F/PGT";"20160101";"20230101"
"70117915";"1";"";"UN PLUS CYCLES E7R";".";"RUE DES IRIS";"17580 LE BOIS PLAGE EN RE";"";"LE BOIS PLAGE EN RE";"17580";"17";"CAM";"0546359620";"FR";"13511725020";"0";"99999999";"1";"1";"510";"70117915";"20";"LAL";"0";"";"RSEGDID";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"724";"";"";".00";"TRA";"750";"E";"";"1pluscreation@gmail.com";"70117915";"POSTE";"20150101";"20230101"
"70117915";"1";"";"UN PLUS CYCLES E7R";".";"RUE DES IRIS";"17580 LE BOIS PLAGE EN RE";"";"LE BOIS PLAGE EN RE";"17580";"17";"CAM";"0546359620";"FR";"13511725020";"0";"99999999";"1";"1";"510";"70117915";"20";"LAL";"0";"";"RSEGDID";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"724";"";"";".00";"TRA";"750";"E";"";"1pluscreation@gmail.com";"70117915";"F/GIT";"20020114";"20230101"
"70117915";"1";"";"UN PLUS CYCLES E7R";".";"RUE DES IRIS";"17580 LE BOIS PLAGE EN RE";"";"LE BOIS PLAGE EN RE";"17580";"17";"CAM";"0546359620";"FR";"13511725020";"0";"99999999";"1";"1";"510";"70117915";"20";"LAL";"0";"";"RSEGDID";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"724";"";"";".00";"TRA";"750";"E";"";"1pluscreation@gmail.com";"70117915";"CWFR";"20090101";"20230101"
"70117915";"1";"";"UN PLUS CYCLES E7R";".";"RUE DES IRIS";"17580 LE BOIS PLAGE EN RE";"";"LE BOIS PLAGE EN RE";"17580";"17";"CAM";"0546359620";"FR";"13511725020";"0";"99999999";"1";"1";"510";"70117915";"20";"LAL";"0";"";"RSEGDID";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"724";"";"";".00";"TRA";"750";"E";"";"1pluscreation@gmail.com";"70117915";"F/PGT";"20140101";"20230101"
"70117919";"1";"";"MAZEROLLES CYCLES CYCLEXPERT R";".";"41 AVENUE DU COMMANDANT LYSIACK";"17440 AYTRE";"";"AYTRE";"17440";"17";"CAM";"0546442808";"FR";"23509150611";"0";"99999999";"1";"1";"510";"70117919";"20";"LAF";"0";"";"RSEGDID";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"732";"";"";".00";"TRA";"755";"E";"";"cycles-mazerolles@orange.fr";"70117919";"CWFR";"20130301";"20230101"
"70117919";"1";"";"MAZEROLLES CYCLES CYCLEXPERT R";".";"41 AVENUE DU COMMANDANT LYSIACK";"17440 AYTRE";"";"AYTRE";"17440";"17";"CAM";"0546442808";"FR";"23509150611";"0";"99999999";"1";"1";"510";"70117919";"20";"LAF";"0";"";"RSEGDID";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"732";"";"";".00";"TRA";"755";"E";"";"cycles-mazerolles@orange.fr";"70117919";"POSTE";"20140101";"20210101"
"70117920";"1";"";"RHINOS SOLUTIONS";".";"13 AVENUE PAUL LANGEVIN";"17180 PERIGNY";"";"PERIGNY";"17180";"17";"CAM";"0546345124";"FR";"43418090833";"0";"99999999";"1";"1";"510";"70117920";"20";"LAB";"0";"";"BRAN";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"720";"";"";".00";"DIV";"742";"N";"";"achat@rhinos.fr";"70117920";"F/GIT";"20180901";"20210101"
"70117920";"1";"";"RHINOS SOLUTIONS";".";"13 AVENUE PAUL LANGEVIN";"17180 PERIGNY";"";"PERIGNY";"17180";"17";"CAM";"0546345124";"FR";"43418090833";"0";"99999999";"1";"1";"510";"70117920";"20";"LAB";"0";"";"BRAN";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"720";"";"";".00";"DIV";"742";"N";"";"achat@rhinos.fr";"70117920";"F/PGT";"20180901";"20210101"
"70117920";"1";"95670";"SED LOGISTIQUE INITIATIVES &amp; DEVELOP";"1 RUE JEAN JAURES BAT C";"ZI DE MOIMONT";"95670 MARLY LA VILLE";"";"";"95670";"95";"CAM";"";"FR";"";"0";"99999999";"1";"1";"510";"70117920";"20";"LAB";"0";"";"BRAN";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"720";"";"";".00";"DIV";"742";"N";"";"achat@rhinos.fr";"70117920";"F/GIT";"20180901";"20210101"
"70117920";"1";"95670";"SED LOGISTIQUE INITIATIVES &amp; DEVELOP";"1 RUE JEAN JAURES BAT C";"ZI DE MOIMONT";"95670 MARLY LA VILLE";"";"";"95670";"95";"CAM";"";"FR";"";"0";"99999999";"1";"1";"510";"70117920";"20";"LAB";"0";"";"BRAN";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"720";"";"";".00";"DIV";"742";"N";"";"achat@rhinos.fr";"70117920";"F/PGT";"20180901";"20210101"
"70117922";"1";"";"ROUE LIBRE E7";"RESIDENCE DES SAUMONARD";"BOYARDVILLE";"17190 ST GEORGES D'OLERON";"";"ST GEORGES D'OLERON";"17190";"17";"CAM";"0647975656";"FR";"13390689099";"0";"99999999";"1";"1";"510";"70117922";"20";"LAL";"0";"";"RSEGDID";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"724";"";"";".00";"TRA";"750";"";"";"valerie.labussiere@sfr.fr";"70117922";"F/GIT";"20020114";"20230101"
"70117922";"1";"";"ROUE LIBRE E7";"RESIDENCE DES SAUMONARD";"BOYARDVILLE";"17190 ST GEORGES D'OLERON";"";"ST GEORGES D'OLERON";"17190";"17";"CAM";"0647975656";"FR";"13390689099";"0";"99999999";"1";"1";"510";"70117922";"20";"LAL";"0";"";"RSEGDID";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"724";"";"";".00";"TRA";"750";"";"";"valerie.labussiere@sfr.fr";"70117922";"CWFR";"20090101";"20230101"
"70117922";"1";"";"ROUE LIBRE E7";"RESIDENCE DES SAUMONARD";"BOYARDVILLE";"17190 ST GEORGES D'OLERON";"";"ST GEORGES D'OLERON";"17190";"17";"CAM";"0647975656";"FR";"13390689099";"0";"99999999";"1";"1";"510";"70117922";"20";"LAL";"0";"";"RSEGDID";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"724";"";"";".00";"TRA";"750";"";"";"valerie.labussiere@sfr.fr";"70117922";"F/PGT";"20110608";"20230101"
"70117925";"1";"17320";"CITE DE L'HUITRE";"RUE DES MARTYRS-MME BESNIER SOPHIE";"TEL/0546317241";"17320 MARENNES";"";"";"17320";"17";"CAM";"";"FR";"";"0";"99999999";"1";"1";"510";"70117925";"20";"LAA";"0";"17320";"BRAN";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"722";"";"";".00";"DIV";"743";"E";"";"aline.pauwels@cite-huitre.com";"70117925";"CWFR";"20090101";"20230101"
"70117925";"1";"";"DEPARTEMENT CHARENTE MARITIME";"DCSA- CS 6003";"85 BOULEVARD DE LA REPUBLIQUE";"17076 LA ROCHELLE CEDEX 9";"";"LA ROCHELLE CEDEX 9";"17076";"17";"CAM";"0546367898";"FR";"63221700016";"0";"99999999";"1";"1";"510";"70117925";"20";"LAA";"0";"17320";"BRAN";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"722";"";"";".00";"DIV";"743";"E";"";"aline.pauwels@cite-huitre.com";"70117925";"CWFR";"20090101";"20230101"
"70117929";"1";"";"LA PETITE VADROUILLE";"MORICE PHILIPPE";"4 RUE DE LA PLAGE";"17420 ST PALAIS SUR MER";"";"ST PALAIS SUR MER";"17420";"17";"CAM";"0546232194";"FR";"86381958800";"0";"99999999";"1";"1";"510";"70117929";"20";"LAL";"0";"";"RSEGDID";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"724";"";"0";".00";"TRA";"750";"E";"";"lapetitevadrouille17@sfr.fr";"70117929";"F/GIT";"20020114";"20230101"
"70117929";"1";"";"LA PETITE VADROUILLE";"MORICE PHILIPPE";"4 RUE DE LA PLAGE";"17420 ST PALAIS SUR MER";"";"ST PALAIS SUR MER";"17420";"17";"CAM";"0546232194";"FR";"86381958800";"0";"99999999";"1";"1";"510";"70117929";"20";"LAL";"0";"";"RSEGDID";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"724";"";"0";".00";"TRA";"750";"E";"";"lapetitevadrouille17@sfr.fr";"70117929";"CWFR";"20090101";"20230101"
"70117933";"1";"";"SOJAL";".";"43 AVENUE GABRIELLE";"17390 RONCE LES BAINS";"";"RONCE LES BAINS";"17390";"17";"CAM";"0546361585";"FR";"70352090393";"0";"99999999";"1";"1";"510";"70117933";"20";"LAL";"0";"17570";"RSEGDID";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"724";"";"";".00";"TRA";"750";"E";"";"sarlsojal@gmail.com";"70117933";"F/GIT";"20160101";"20230101"
"70117933";"1";"";"SOJAL";".";"43 AVENUE GABRIELLE";"17390 RONCE LES BAINS";"";"RONCE LES BAINS";"17390";"17";"CAM";"0546361585";"FR";"70352090393";"0";"99999999";"1";"1";"510";"70117933";"20";"LAL";"0";"17570";"RSEGDID";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"724";"";"";".00";"TRA";"750";"E";"";"sarlsojal@gmail.com";"70117933";"CWFR";"20160101";"20230101"
"70117933";"1";"17570";"LOCACYCLE DIRECT POINT COM";"23 AVENUE DE LA PALMYRE";"";"17570 LES MATHES";"";"";"17570";"17";"CAM";"";"FR";"";"0";"99999999";"1";"1";"510";"70117933";"20";"LAL";"0";"17570";"RSEGDID";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"724";"";"";".00";"TRA";"750";"E";"";"sarlsojal@gmail.com";"70117933";"F/GIT";"20160101";"20230101"
"70117933";"1";"17570";"LOCACYCLE DIRECT POINT COM";"23 AVENUE DE LA PALMYRE";"";"17570 LES MATHES";"";"";"17570";"17";"CAM";"";"FR";"";"0";"99999999";"1";"1";"510";"70117933";"20";"LAL";"0";"17570";"RSEGDID";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"724";"";"";".00";"TRA";"750";"E";"";"sarlsojal@gmail.com";"70117933";"CWFR";"20160101";"20230101"
"70117935";"1";"";"CULTURE VELO SAINTES";".";"16 ZC LA BOBINERIE";"17810 ST GEORGES DES COTEAUX";"";"ST GEORGES DES COTEA";"17810";"17";"CAM";"0546741973";"FR";"44509763173";"0";"99999999";"1";"1";"510";"70117935";"90";"LAF";"0";"";"KONT";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"732";"";"";".00";"TRA";"755";"E";"";"17saintes@culturevelo.com";"NULL";"NULL";"NULL";"NULL"
"70117940";"1";"";"CHERAY CYCLES MME WILBOT P,";"CHERAY";"212 ROUTE DE DOMINO";"17190 ST GEORGES D'OLERON";"";"ST GEORGES D'OLERON";"17190";"17";"CAM";"0546766470";"FR";"27438091290";"0";"99999999";"1";"1";"510";"70117940";"20";"LAL";"0";"";"RSEGDID";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"724";"";"";".00";"TRA";"750";"E";"";"wilbot.cheraycycles@sfr.fr";"70117940";"F/GIT";"20070901";"20230101"
"70117940";"1";"";"CHERAY CYCLES MME WILBOT P,";"CHERAY";"212 ROUTE DE DOMINO";"17190 ST GEORGES D'OLERON";"";"ST GEORGES D'OLERON";"17190";"17";"CAM";"0546766470";"FR";"27438091290";"0";"99999999";"1";"1";"510";"70117940";"20";"LAL";"0";"";"RSEGDID";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"724";"";"";".00";"TRA";"750";"E";"";"wilbot.cheraycycles@sfr.fr";"70117940";"CWFR";"20070901";"20230101"
"70117944";"1";"";"CYCLO SURF E8";".";"ZAC DES CLEMORINANS";"17740 STE MARIE DE RE";"";"STE MARIE DE RE";"17740";"17";"CAM";"0546301951";"FR";"00522714732";"0";"99999999";"1";"1";"510";"70117944";"20";"LAL";"0";"";"RSEGDID";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"724";"";"";".00";"TRA";"750";"E";"";"contact@cyclo-surf.com";"70117944";"F/PGT";"20180301";"20230101"
"70117944";"1";"";"CYCLO SURF E8";".";"ZAC DES CLEMORINANS";"17740 STE MARIE DE RE";"";"STE MARIE DE RE";"17740";"17";"CAM";"0546301951";"FR";"00522714732";"0";"99999999";"1";"1";"510";"70117944";"20";"LAL";"0";"";"RSEGDID";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"724";"";"";".00";"TRA";"750";"E";"";"contact@cyclo-surf.com";"70117944";"F/GIT";"20020114";"20230101"
"70117944";"1";"";"CYCLO SURF E8";".";"ZAC DES CLEMORINANS";"17740 STE MARIE DE RE";"";"STE MARIE DE RE";"17740";"17";"CAM";"0546301951";"FR";"00522714732";"0";"99999999";"1";"1";"510";"70117944";"20";"LAL";"0";"";"RSEGDID";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"724";"";"";".00";"TRA";"750";"E";"";"contact@cyclo-surf.com";"70117944";"CWFR";"20090101";"20230101"
"70117945";"1";"";"CITY ZEN";"14 QUAI DE BERNONVILLE";"GALERIE DE L'ILOT";"17410 SAINT MARTIN DE RE";"";"SAINT MARTIN DE RE";"17410";"17";"CAM";"0516191494";"FR";"00453088742";"0";"99999999";"1";"1";"510";"70117945";"20";"LAL";"0";"";"RSEGDID";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"724";"";"";".00";"TRA";"750";"E";"";"ab.cityzen@gmail.com";"70117945";"F/GIT";"20150101";"20230101"
"70117945";"1";"";"CITY ZEN";"14 QUAI DE BERNONVILLE";"GALERIE DE L'ILOT";"17410 SAINT MARTIN DE RE";"";"SAINT MARTIN DE RE";"17410";"17";"CAM";"0516191494";"FR";"00453088742";"0";"99999999";"1";"1";"510";"70117945";"20";"LAL";"0";"";"RSEGDID";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"724";"";"";".00";"TRA";"750";"E";"";"ab.cityzen@gmail.com";"70117945";"CWFR";"20110601";"20230101"
"70117945";"1";"";"CITY ZEN";"14 QUAI DE BERNONVILLE";"GALERIE DE L'ILOT";"17410 SAINT MARTIN DE RE";"";"SAINT MARTIN DE RE";"17410";"17";"CAM";"0516191494";"FR";"00453088742";"0";"99999999";"1";"1";"510";"70117945";"20";"LAL";"0";"";"RSEGDID";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"724";"";"";".00";"TRA";"750";"E";"";"ab.cityzen@gmail.com";"70117945";"F/PGT";"20150101";"20230101"
"70117949";"1";"";"HOTEL PLAISIR M. HAMELIN E8";".";"57 AVENUE DU PAS DES BOEUFS";"17580 LE BOIS PLAGE EN RE";"";"LE BOIS PLAGE EN RE";"17580";"17";"CAM";"0546090026";"FR";"60319186664";"0";"99999999";"1";"1";"510";"70117949";"20";"LAL";"0";"";"RSEGDID";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"724";"";"";".00";"TRA";"750";"E";"";"contact@hotel-plaisir.com";"70117949";"F/GIT";"20020114";"20230101"
"70117949";"1";"";"HOTEL PLAISIR M. HAMELIN E8";".";"57 AVENUE DU PAS DES BOEUFS";"17580 LE BOIS PLAGE EN RE";"";"LE BOIS PLAGE EN RE";"17580";"17";"CAM";"0546090026";"FR";"60319186664";"0";"99999999";"1";"1";"510";"70117949";"20";"LAL";"0";"";"RSEGDID";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"724";"";"";".00";"TRA";"750";"E";"";"contact@hotel-plaisir.com";"70117949";"CWFR";"20090101";"20230101"
"70117952";"1";"";"BARDOUX FUN CYCLES E8";".";"203 RUE JULES FERRY";"17940 RIVEDOUX";"";"RIVEDOUX";"17940";"17";"CAM";"0546096939";"FR";"55381326479";"0";"99999999";"1";"1";"510";"70117952";"20";"LAL";"0";"";"RSEGDID";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"724";"1";"0";".00";"TRA";"750";"E";"";"funcycles@gmail.com";"70117952";"F/GIT";"20011002";"20230101"
"70117952";"1";"";"BARDOUX FUN CYCLES E8";".";"203 RUE JULES FERRY";"17940 RIVEDOUX";"";"RIVEDOUX";"17940";"17";"CAM";"0546096939";"FR";"55381326479";"0";"99999999";"1";"1";"510";"70117952";"20";"LAL";"0";"";"RSEGDID";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"724";"1";"0";".00";"TRA";"750";"E";"";"funcycles@gmail.com";"70117952";"CWFR";"20090101";"20230101"
"70117954";"1";"";"CYCLAND ST CLEMENT O.G.C. EURL E7";".";"152 RUE DU CENTRE";"17590 ST-CLEMENT-DES-BALEINES";"";"SAINT CLEMENT DES BA";"17590";"17";"CAM";"0546292908";"FR";"80493534309";"0";"99999999";"1";"1";"510";"70117954";"20";"LAL";"0";"";"RSEGDID";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"724";"";"";".00";"TRA";"750";"T";"";"st-clement@cycland.fr";"70117954";"F/PGT";"20130901";"20230101"
"70117954";"1";"";"CYCLAND ST CLEMENT O.G.C. EURL E7";".";"152 RUE DU CENTRE";"17590 ST-CLEMENT-DES-BALEINES";"";"SAINT CLEMENT DES BA";"17590";"17";"CAM";"0546292908";"FR";"80493534309";"0";"99999999";"1";"1";"510";"70117954";"20";"LAL";"0";"";"RSEGDID";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"724";"";"";".00";"TRA";"750";"T";"";"st-clement@cycland.fr";"70117954";"F/GIT";"20110614";"20230101"
"70117954";"1";"";"CYCLAND ST CLEMENT O.G.C. EURL E7";".";"152 RUE DU CENTRE";"17590 ST-CLEMENT-DES-BALEINES";"";"SAINT CLEMENT DES BA";"17590";"17";"CAM";"0546292908";"FR";"80493534309";"0";"99999999";"1";"1";"510";"70117954";"20";"LAL";"0";"";"RSEGDID";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"724";"";"";".00";"TRA";"750";"T";"";"st-clement@cycland.fr";"70117954";"CWFR";"20140101";"20230101"
"70117955";"1";"";"LESCLAUX PHILIPPE LDT R";".";"5 RUE DU COGNAC";"17800 PONS";"";"PONS";"17800";"17";"CAM";"0546912353";"FR";"";"0";"99999999";"1";"1";"510";"70117955";"20";"LAF";"0";"";"RSEGDID";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"732";"";"";".00";"TRA";"755";"T";"";"plr.racing@hotmail.fr";"70117955";"POSTE";"20140101";"20210101"
"70117957";"1";"";"LESCLAUX CYCLES R";"2 RUE JEAN MONNET";"ZA DES GODINIERRES";"17160 MATHA";"";"MATHA";"17160";"17";"CAM";"0546330895";"FR";"42529092330";"0";"99999999";"1";"1";"510";"70117957";"20";"LAF";"0";"";"RSEGDID";"EUR";"DMY";"HRS";"";"FR";"0";"";".00";"12";"732";"";"";".00";"TRA";"755";"T";"";"lesclaux.cycles@yahoo.fr";"70117957";"POSTE";"20121201";"20210101"
"70117957";"1";"";"LESCLAUX CYCLES R";"2 RUE JEAN MONNET";"ZA DES GODINIERRES";"17160 MATHA";"";"MATHA";"17160";"17";"CAM";"0546330895";"FR";"42529092330";"0";"99999999";"1";"1";"510";"70117957";"20";"LAF";"0";"";"RSEGDID";"EUR";"DMY";"HRS";"";"FR";"0";"";".00";"12";"732";"";"";".00";"TRA";"755";"T";"";"lesclaux.cycles@yahoo.fr";"70117957";"CWFR";"20121201";"20230101"
"70117958";"1";"";"CYCL'ENERGY-M. CASPAR CHRISTIAN";".";"1 RUE ARISTIDE BRIAND";"17670 LA COUARDE SUR MER";"";"LA COUARDE SUR MER";"17670";"17";"CAM";"0625765599";"FR";"18429946973";"0";"99999999";"1";"1";"510";"70117958";"20";"LAL";"0";"";"RSEGDID";"EUR";"DMY";"HRS";"";"FR";"2";"N7";".00";"12";"724";"1";"";".00";"TRA";"750";"E";"";"cycland.lacouarde@wanadoo.fr";"70117958";"F/GIT";"20130101";"20230101"
"70117959";"1";"";"DEBAUD BARDON MARTINE R";".";"37 BIS PLACE DE LA REPUBLIQUE";"17290 AIGREFEUILLE";"";"AIGREFEUILLE";"17290";"17";"CAM";"0546355071";"FR";"79798072146";"0";"99999999";"1";"1";"510";"70117959";"20";"LAF";"0";"";"RSEGDID";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"732";"";"";".00";"TRA";"755";"E";"";"bardon.alain17@wanadoo.fr";"70117959";"CWFR";"20140101";"20230101"
